Name,Size / Usage,Context,Input,Digest,Updated
qwen2:72b-text,41GB,128K,Text,9d70f91bdc28,2 years ago
qwen2:72b-text-q2_K,30GB,128K,Text,9752808de1d3,2 years ago
qwen2:72b-text-q3_K_S,34GB,128K,Text,9c8a530d0bd7,2 years ago
qwen2:72b-text-q3_K_M,38GB,128K,Text,cfb026174537,2 years ago
qwen2:72b-text-q3_K_L,40GB,128K,Text,cf78b2fa4fdd,2 years ago
qwen2:72b-text-q4_0,41GB,128K,Text,9d70f91bdc28,2 years ago
qwen2:72b-text-q4_1,46GB,128K,Text,137edb538d01,2 years ago
qwen2:72b-text-q4_K_S,44GB,128K,Text,1993d079c16b,2 years ago
qwen2:72b-text-q4_K_M,47GB,128K,Text,395e2f1e4576,2 years ago
qwen2:72b-text-q5_0,50GB,128K,Text,e2b400cfa315,2 years ago
qwen2:72b-text-q5_1,55GB,128K,Text,de61bf13ea38,2 years ago
qwen2:72b-text-q5_K_S,51GB,128K,Text,0307018fbf53,2 years ago
qwen2:72b-text-q5_K_M,54GB,128K,Text,cfaee9537e26,2 years ago
qwen2:72b-text-q6_K,64GB,128K,Text,5de588e06754,2 years ago
qwen2:72b-text-q8_0,77GB,128K,Text,480baf5d488d,2 years ago
qwen2:72b-text-fp16,145GB,128K,Text,fba4b417782d,2 years ago
